user_name,user_id,comment_time,comment,comment_dianzan
红色指尖,https://music.163.com/user/home?id=3400827200,昨天22:02,欢迎来到 烟友讨论会现场,0
M1lord,https://music.163.com/user/home?id=1745755744,昨天18:42,不抽烟了,0
7h3R3,https://music.163.com/user/home?id=3304864208,昨天05:06,凌晨四点我想你想得睡不着觉,2
7h3R3,https://music.163.com/user/home?id=3304864208,昨天05:06,第四十七天,1
祸僵,https://music.163.com/user/home?id=3966333832,昨天01:35,我和她3461个小时只可惜五一分手了,0
祸僵,https://music.163.com/user/home?id=3966333832,昨天01:34,实在不行我先送你张卡听5天吧兄弟,0
#NAME?,https://music.163.com/user/home?id=5010948999,昨天01:10,哈哈哈哈哈哈今天又是被我同桌蠢到的一天 今天我脾气很怪 莫名其妙的生气 舍友明明就开一个小玩笑 但是我心情不好的时候不太接受的了别人跟我一本正经的说玩笑话 考试还要上晚自习 没办法 睡了 现在挺困的 晚安01:09 今天真的挺怪的这几天都这样 烦死了,0
7h3R3,https://music.163.com/user/home?id=3304864208,5月12日 23:04,烦死了 最近心情特别特别差,1
7h3R3,https://music.163.com/user/home?id=3304864208,5月12日 23:04,睡不着啊,1
韵染柒夏,https://music.163.com/user/home?id=5189378536,5月12日 20:43,16哈哈,0
#NAME?,https://music.163.com/user/home?id=5010948999,5月12日 01:56,今天心情还是不太好 毕竟每个月都有那几天 没到这几天我的心情很难好 还好有我同桌 因为她我这一天好过了很多 她是我从小到大十个同桌里第四个和我玩的来的 不烦她虽然她有时候挺智障的 但是很可爱 晚安01:56,0
7h3R3,https://music.163.com/user/home?id=3304864208,5月12日 00:25,根本就睡不着,1
7h3R3,https://music.163.com/user/home?id=3304864208,5月12日 00:24,第四十六天,1
7h3R3,https://music.163.com/user/home?id=3304864208,5月12日 00:24,难过死了这几天,1
听风悟理,https://music.163.com/user/home?id=3250234930,5月11日 22:50,强烈建议买一包22的，那个烟盒里面的封纸是真的好看,0
韵染柒夏,https://music.163.com/user/home?id=5189378536,5月11日 22:14,南京涨价了 ，现在只能抽真龙了 ，就像那个女孩不爱你了,0
ymzy_yyz,https://music.163.com/user/home?id=6332032520,5月11日 21:09,或许抽完这包烟我就释怀了,0
别Ljz,https://music.163.com/user/home?id=604479029,5月11日 19:33,白利群15,0
刘加号的秘密花园,https://music.163.com/user/home?id=2015045203,5月11日 19:03,真的把烟当饭吃了,0
十一DCS,https://music.163.com/user/home?id=3377764369,5月11日 15:25,自己两千多,0
芥川予海,https://music.163.com/user/home?id=546134156,5月11日 14:03,想念被雨淹没 冰冷的雨滴落,0
解不开了,https://music.163.com/user/home?id=1688873490,5月11日 13:52,这边23[多多捂脸],0
Xy-Sadness,https://music.163.com/user/home?id=532131585,5月11日 10:23,抽烟是因为她的一句我们不合适,0
叫我震哥好嘛,https://music.163.com/user/home?id=1870979098,5月11日 07:50,红利群明明要22好吧,2
#NAME?,https://music.163.com/user/home?id=5010948999,5月11日 01:10,今天不想说啥 晚安01:10,0
晚安夜酱,https://music.163.com/user/home?id=3269838323,5月10日 18:05,喜欢白利,0
陪帆去看海吗,https://music.163.com/user/home?id=1889524728,5月10日 02:12,南京,0
音风涓涓,https://music.163.com/user/home?id=439444256,5月10日 01:45,可以偶尔潇洒一下，但真的不建议抽上瘾，指甲牙齿都能黄掉 怎么刷牙都有味，鼻孔里也是，满屋子都是,0
音风涓涓,https://music.163.com/user/home?id=439444256,5月10日 01:42,抽多了就有感觉了，我偶尔抽，抽细的，一开始抽粗的头晕，后面就习惯细的，再后面粗的都习惯了；不过还没烟瘾几个月不抽也没事,0
#NAME?,https://music.163.com/user/home?id=5010948999,5月10日 01:23,今天过的很开心哈哈哈 上班会的时候说防溺水 有一段内容是如果有戴假牙的同学请将假牙摘下在下水 笑死我了 青少年防溺水说戴假牙套的哈哈哈 就很搞笑 当然我没说那些因为特殊原因戴的 晚安01:22 今天笑的像个二傻子一样,0
楠島s,https://music.163.com/user/home?id=504519482,5月10日 00:42,其实我挺想你的 只是每次偷看你的动态已经不知道你在为第几任难过了 只能偷偷听听你在听的歌了 分手很久了 祝我们都前程似锦,1
7h3R3,https://music.163.com/user/home?id=3304864208,5月10日 00:21,烦死了 睡不着,1
7h3R3,https://music.163.com/user/home?id=3304864208,5月10日 00:20,第四十五天,1
Zzq777han,https://music.163.com/user/home?id=1964601509,5月9日 18:48,6.67E+11,0
Lins-hey,https://music.163.com/user/home?id=512920581,5月9日 18:02,“尼古丁的绑架没有救赎，我们都是上瘾的囚徒 ”,0
WXICAONG_1128,https://music.163.com/user/home?id=4873545394,5月9日 15:53,我的意思是你的烟瘾不要那么大 我留在你身边 帮你掐烟头。,2
李咩呀y,https://music.163.com/user/home?id=1329755493,5月9日 14:56,没vip [西西发怒],0
7h3R3,https://music.163.com/user/home?id=3304864208,5月9日 13:09,听歌睡午觉,2
7h3R3,https://music.163.com/user/home?id=3304864208,5月9日 13:09,第四十四天,2
7h3R3,https://music.163.com/user/home?id=3304864208,5月9日 13:08,哈哈好的好的,1
田伊0,https://music.163.com/user/home?id=4989401025,5月9日 12:15,现在三千多小时,2
A-w-e-i,https://music.163.com/user/home?id=1638203524,5月9日 07:35,浙江人喜欢抽软的而我喜欢抽硬的,0
#NAME?,https://music.163.com/user/home?id=5010948999,5月9日 01:59,舍友今天说了些让我很烦的话 拿我的耳机打电话 耳机因为洗衣服的时候没拿出来就有点不太好 她和打电话的那个人就一直说我耳机咋了咋了 也没多想啥 然后她说了句我特气 操想不起来了 算了 每天都想那么多是有点病哈哈哈哈哈哈 算了这事过了 睡觉 没熬夜单纯今天睡多了 晚安01:59,0
遗迹诶,https://music.163.com/user/home?id=1989738538,5月9日 00:32,祝你下次遇到的男孩子不抽利群,5
不喜欢吃炸鸡排,https://music.163.com/user/home?id=1334536994,5月9日 00:29,向前看宝宝，我们还有很多很多个明天，你很好，是他不值得,1
7h3R3,https://music.163.com/user/home?id=3304864208,5月8日 23:20,祈祷鸽子飞过千山万水 永不再回头看,2
7h3R3,https://music.163.com/user/home?id=3304864208,5月8日 23:19,球赛赢了,1
7h3R3,https://music.163.com/user/home?id=3304864208,5月8日 23:18,失去了,1
7h3R3,https://music.163.com/user/home?id=3304864208,5月8日 23:11,第四十三天,2
AmberStone_-,https://music.163.com/user/home?id=1378598158,5月8日 18:15,哥几个几天抽什么,1
流C枫sc,https://music.163.com/user/home?id=1914680153,5月8日 13:17,酷,0
阿乔-Z12X03,https://music.163.com/user/home?id=2127024383,5月8日 12:14,哎，就是,0
#NAME?,https://music.163.com/user/home?id=5010948999,5月8日 02:46,打游戏心态崩了 不想说什么 晚安 今天补课 我们学校又很特殊 又是整个县里唯一上晚自习的 我真的谢谢 我今天发现我好懒 我好嫌弃自己 情绪化 算了太困了 缺点留着写吧 晚安02:45 没失眠就单纯熬个夜,1
你的祁祁,https://music.163.com/user/home?id=1474056594,5月8日 01:22,早知道那是最后一次拥抱就抱紧点了,0
__careerist,https://music.163.com/user/home?id=1502936414,5月8日 00:45,17的,0
被打穿的对抗路,https://music.163.com/user/home?id=1363562659,5月8日 00:25,那天 因为她 我买了一包芙蓉王，我使劲的抽 往死里抽 然后决定从此戒掉可我也失去了她,5
今晚一起私奔丶,https://music.163.com/user/home?id=1638733295,5月7日 21:24,我们这27了,0
随便你_z0T4,https://music.163.com/user/home?id=3422060483,5月7日 21:12,在一起的那段时光确实很美好 我快要烂在回忆里了,0
biu_flh,https://music.163.com/user/home?id=2051495785,5月7日 19:43,521个赞 我就不赞啦,0
你的包子bz,https://music.163.com/user/home?id=412947600,5月7日 09:18,是26的那个嘛,0
你的包子bz,https://music.163.com/user/home?id=412947600,5月7日 09:17,长嘴过滤硬盒没错了,0
独具匠心时刻,https://music.163.com/user/home?id=1555388738,5月7日 08:12,23,0
7h3R3,https://music.163.com/user/home?id=3304864208,5月7日 00:07,明天的球赛好好加油哦,1
7h3R3,https://music.163.com/user/home?id=3304864208,5月7日 00:06,又又又睡不着了,1
7h3R3,https://music.163.com/user/home?id=3304864208,5月7日 00:06,第四十二天,2
#NAME?,https://music.163.com/user/home?id=5010948999,5月6日 23:37,本来快睡着了 突然想起来 哈哈哈哈哈哈睡觉了很困 今天不失眠了 下雨了晚安23:36,1
honeysgirl,https://music.163.com/user/home?id=485756180,5月6日 20:56,"╭◜◝ ͡ ◜◝╮
( ˃̶͈◡ ˂̶͈ ) hi! 我是一朵云...
╰◟◞ ͜ ◟◞╯",0
7h3R3,https://music.163.com/user/home?id=3304864208,5月6日 05:55,一会就要起床了 啊啊啊好烦啊,1
7h3R3,https://music.163.com/user/home?id=3304864208,5月6日 05:54,今天睡了三个多小时,2
7h3R3,https://music.163.com/user/home?id=3304864208,5月6日 05:53,第四十一天,3
7h3R3,https://music.163.com/user/home?id=3304864208,5月6日 05:53,早啊,1
#NAME?,https://music.163.com/user/home?id=5010948999,5月6日 00:06,今天也很倒霉 也不开心 手被夹了 垮皮了 就是我在一个同学后面进教室他一进去我正好推门 就被夹了 原本要洗头的 哈哈哈哈哈哈今天睡的比平时早 晚安00:06,1
7h3R3,https://music.163.com/user/home?id=3304864208,5月5日 22:03,每天的早睡根本就不行,1
7h3R3,https://music.163.com/user/home?id=3304864208,5月5日 22:03,真的好烦啊,1
7h3R3,https://music.163.com/user/home?id=3304864208,5月5日 22:02,又又又又又睡不着了,1
-月亮注定西沉-,https://music.163.com/user/home?id=1689851446,5月5日 17:02,为什么要vip了[西西惊吓][西西惊吓][西西惊吓],0
要发光l,https://music.163.com/user/home?id=1305528144,5月5日 12:56,你是我做不完的梦,0
亓屹,https://music.163.com/user/home?id=2101085642,5月5日 11:13,哈哈哈哈哈,0
#NAME?,https://music.163.com/user/home?id=5010948999,5月5日 01:58,今天好倒霉 被我爷莫名其妙骂了一天 我妹还被骂哭了 今天是我小妹的生日哈哈哈哈哈哈 喝了一瓶过期的牛奶 就很…… 手现在很冰 跟舍友说话她又不听 算了以后真的不说了 晚安01:57 今天其实还好没有那么糟 挺开心的,1
7h3R3,https://music.163.com/user/home?id=3304864208,5月5日 01:26,第四十天,2
彤在日落前说爱你,https://music.163.com/user/home?id=3866964186,5月5日 00:27,你下次改头像能不能通知我一声，我都不知道你是谁了,0
情绪失控在半夜,https://music.163.com/user/home?id=1781378011,5月4日 19:55,风是自由的吗？,3
亓屹,https://music.163.com/user/home?id=2101085642,5月4日 19:38,@彤在日落前说爱你 会因为什么emo一整天,0
#NAME?,https://music.163.com/user/home?id=5010948999,5月4日 03:42,刚开始写这评论是因为无聊 后面竟然坚持下来了哈哈哈哈哈哈 今天挺开心的 就是有点无聊了 晚安03:42 明天去买点药吃吧 失眠很烦,1
7h3R3,https://music.163.com/user/home?id=3304864208,5月4日 00:23,第三十九天,4
7h3R3,https://music.163.com/user/home?id=3304864208,5月4日 00:23,好烦呀,2
7h3R3,https://music.163.com/user/home?id=3304864208,5月4日 00:23,睡不着睡不着,2
会喜欢听Jay,https://music.163.com/user/home?id=2120555604,5月3日 23:07,为哈子要会员才阔以听欸。[多多大哭],0
叫我身子,https://music.163.com/user/home?id=551466842,5月3日 20:43,我快烂在回忆里了,0
屋檐升炊烟,https://music.163.com/user/home?id=376894193,5月3日 10:17,利群楼外楼好抽,0
7h3R3,https://music.163.com/user/home?id=3304864208,5月3日 09:52,开始慢慢的改变了自己的观念,2
7h3R3,https://music.163.com/user/home?id=3304864208,5月3日 09:52,第三十八天,2
7h3R3,https://music.163.com/user/home?id=3304864208,5月3日 09:51,早上好啊,2
#NAME?,https://music.163.com/user/home?id=5010948999,5月3日 04:10,又睡不着 哈哈哈哈哈哈习惯了 明天想要去剪头发� 要和我过长的刘海说再见了 睡了睡了 再不睡人傻了 今天很开心哎 晚安04:10,0
朝起夕落_,https://music.163.com/user/home?id=321101725,5月3日 02:13,最早13，听这歌的时候卖15，现在都18了[多多大哭],0
逸想天开的逸,https://music.163.com/user/home?id=2053273223,5月3日 01:39,浩，喜欢你的秘密差点被发现,1
莞枫晒月亮,https://music.163.com/user/home?id=2095489323,5月2日 19:40,@greasily @刻我不刻他,0
#NAME?,https://music.163.com/user/home?id=5010948999,5月2日 13:07,失眠啊 睡不着,0
#NAME?,https://music.163.com/user/home?id=5010948999,5月2日 13:06,我人际关系就那几个人 也不用去猜来猜去的 挺好的,0
只有离散仍在,https://music.163.com/user/home?id=3267758810,5月2日 09:41,哈哈哈哈我上初中也感觉人际关系特别复杂搞不懂搞不懂,0
只有离散仍在,https://music.163.com/user/home?id=3267758810,5月2日 09:40,早点睡,0
7h3R3,https://music.163.com/user/home?id=3304864208,5月2日 08:09,你知道的 我讨厌冷暴力,3
7h3R3,https://music.163.com/user/home?id=3304864208,5月2日 08:09,第三十七天,2
#NAME?,https://music.163.com/user/home?id=5010948999,5月2日 03:33,救救我又失眠了 还有点感冒 头很昏晚安03:33,0
虵喰_,https://music.163.com/user/home?id=3216644049,5月1日 22:05,我趣，无语了，怎么要vip了啊[多多大哭][多多大哭][多多大哭][多多大哭][多多大哭][多多大哭][多多大哭][多多大哭][多多大哭],2
雕xin魚,https://music.163.com/user/home?id=3240026360,5月1日 21:37,有点想,0
Joe周_C,https://music.163.com/user/home?id=6428415441,5月1日 21:00,红的现在我们这18,0
末日不负,https://music.163.com/user/home?id=4002620828,5月1日 09:48,冲冲冲啊,0
#NAME?,https://music.163.com/user/home?id=1638818233,5月1日 09:42,啊啊啊啊啊,0
#NAME?,https://music.163.com/user/home?id=5010948999,5月1日 07:07,说实话现在才睡觉 不是忘了 真的睡不着救救我吧 失眠挺烦的 晚安07:07 算了早安吧 睡了,0
7h3R3,https://music.163.com/user/home?id=3304864208,5月1日 06:53,第三十六天,1
晚风诉_情哀,https://music.163.com/user/home?id=558020542,5月1日 00:46,尼古丁中毒了类似于一个负面状态当你得到这个状态后会获得一个后续触发效果,0
隔壁老王Luck,https://music.163.com/user/home?id=401225536,4月30日 22:49,烟没涨价你要vip了.,2
烦死改名了,https://music.163.com/user/home?id=1822561809,4月30日 15:03,河南平顶山15一包,0
Small黑猫,https://music.163.com/user/home?id=1394559958,4月30日 11:04,断货了[西西发怒],1
7h3R3,https://music.163.com/user/home?id=3304864208,4月30日 10:44,第三十五天,1
#NAME?,https://music.163.com/user/home?id=5010948999,4月30日 01:54,明天就回家了嗨害 我们县其他高中都不上晚自习就我们学校上 为什么 不过今天晚自习老师给我们放电影也没啥 很困睡了 通宵不了了挺好的 换以前 要五六点才睡 晚安01:54,1
不知名半藏,https://music.163.com/user/home?id=1415371968,4月29日 15:39,在你焦虑，烦躁，孤独，无助，寂寞，无聊的时候，那些感觉，就是烟的味道，时间一长就戒不掉了，因为只有它一直在陪伴你,0
着迷于第五季的你,https://music.163.com/user/home?id=2091668659,4月29日 13:36,好喜欢这首歌的 怎么要会员了 OK我退出好了,9
开飞机咯咯咯,https://music.163.com/user/home?id=252387155,4月29日 12:41,福建15哈哈哈哈,0
愚人欢欢,https://music.163.com/user/home?id=1598689138,4月29日 07:18,什么歌单,0
7h3R3,https://music.163.com/user/home?id=3304864208,4月29日 03:36,第三十四天,2
夵卜,https://music.163.com/user/home?id=609417930,4月29日 03:03,今天点烟的时候烟熏到了眼睛 想想以前我也是讨厌烟味的人,1
#NAME?,https://music.163.com/user/home?id=5010948999,4月29日 01:23,不知道为什么打游戏总能遇到不顺心 今天还是在队伍招募里找五排 进了两队 里面都有一个很烦的 莫名其妙的骂我 然后很气就打的挺好的 骂的还都是男的 救我 为什么会遇见这种人 算了我决定以后少说点话 不然整天哈哈哈哈哈哈的显得我有点智障 不过这话也别放心上 我说这种话都不算数的 哈哈哈晚安01:23,0
樊川无景,https://music.163.com/user/home?id=1586629764,4月28日 23:42,早知道那是最后一次拥抱就抱紧点了,0
7h3R3,https://music.163.com/user/home?id=3304864208,4月28日 22:53,第三十三天,2
不太好的明天,https://music.163.com/user/home?id=1706710937,4月28日 21:40,是很好抽，但买假的买怕了,1
吃生菜包烤肉,https://music.163.com/user/home?id=1939722619,4月28日 18:59,她开不了口，我知道她很失望,1
pray4loveeee,https://music.163.com/user/home?id=1430184297,4月28日 14:34,我抽某些烟 头疼,0
itslove3am,https://music.163.com/user/home?id=3374037131,4月27日 21:46,熬不完的夜我在想你,2
选择性5-HT再摄取抑制剂,https://music.163.com/user/home?id=4046069760,4月27日 17:19,快出,0
7h3R3,https://music.163.com/user/home?id=3304864208,4月27日 16:54,第三十二天,1
再吃最后1碗,https://music.163.com/user/home?id=3927188383,4月27日 10:09,红利群现在涨到26一包了,0
睡不饱的g,https://music.163.com/user/home?id=3889699427,4月27日 06:13,之前还挺喜欢怎么要钱了[多多大哭],1
#NAME?,https://music.163.com/user/home?id=5010948999,4月27日 00:57,对不起哈 睡不着 不用对我说对不起觉得奇怪 习惯了 我就是个很自卑的人 大概是因为从小被比到大 以至于我只知道自己非常不好 晚安,0
臭宝青,https://music.163.com/user/home?id=72044775,4月27日 00:49,人的经历是有限的 我不可能永远害怕失去 晚安,0
媛媛orb,https://music.163.com/user/home?id=1984161548,4月26日 23:52,喜欢我的话 为什么要打着为我好的名义 以抛弃这种方式 逼我成长 说要给我一个教训呢,1
#NAME?,https://music.163.com/user/home?id=5010948999,4月26日 23:36,今天好困 不想说话 跟朋友说话她们又没有理我 很气 无所谓了以后少说点吧 今天真的很不开心 一天都很困 下午回家睡了十几分钟 中午没睡 晚安23:36,3
flipped_an_heIm,https://music.163.com/user/home?id=2058779704,4月26日 23:13,今天她跟她前任和好了 我终于第一次为女孩留下了泪,0
恰见明月栖空山,https://music.163.com/user/home?id=1368992461,4月26日 22:55,我们会去很多地方 认识很多人 你我必须幸福且自由,1
#NAME?,https://music.163.com/user/home?id=5010948999,4月26日 21:04,那就不正视,0
兔兔子_Ak-,https://music.163.com/user/home?id=1599238002,4月26日 19:31,果断把这首歌买了,1
兔兔子_Ak-,https://music.163.com/user/home?id=1599238002,4月26日 19:30,红利群...怎么..要VIP了..我听了几百遍的歌..�,2
我先睡了v,https://music.163.com/user/home?id=605540738,4月26日 17:34,你每天没有跟我说的话是和谁说了,2
臭宝青,https://music.163.com/user/home?id=72044775,4月26日 16:35,今天把前男友好友删了 因为我发现他还和原来一样 不思进取 暧昧不断,3
7h3R3,https://music.163.com/user/home?id=3304864208,4月26日 13:18,第三十一天,1
琳妹ouo,https://music.163.com/user/home?id=1511764089,4月26日 07:37,我觉得烟味就是回忆,0
诗眠_Insomnia,https://music.163.com/user/home?id=40168419,4月26日 02:18,曾经的我不理解烟,0
-我才不要回头-,https://music.163.com/user/home?id=493029532,4月26日 02:16,不应该是回忆的味道，而应该麻木的,0
臭宝青,https://music.163.com/user/home?id=72044775,4月26日 01:47,你老说自己不好 说自己玩的花 见过好多人 那天我无意间侧头看你的时候 你眼神流露的分明是想好好被爱,1
臭宝青,https://music.163.com/user/home?id=72044775,4月26日 01:46,我无法正视一段身边人都觉得我被亏欠的感情 晚安吧,2
臭宝青,https://music.163.com/user/home?id=72044775,4月26日 01:45,抖音我也看见了,0
#NAME?,https://music.163.com/user/home?id=5010948999,4月26日 00:55,睡觉了 好累 去盖章 对了我看见一个视屏 如果有漂亮的女的叫你帮忙去阴暗潮湿的地方找什么别去 还有主动说打车的漂亮女的 为啥都是漂亮的女的我也不知道 还有老爷爷老奶奶向你寻求帮助你说给他钱他不要偏要你带他去那里吃饭也别去 千万记得哈 那些可能是拐卖的 还有医托也要注意哈 晚安了00:54,2
刘emo脑子不见了,https://music.163.com/user/home?id=4903915136,4月25日 21:29,各位打扰一下，有个我的女孩马上要过生日，我想征集世界各地的祝福，麻烦你们用这种格式，“我在xx省祝刘以墨生日快乐”回复我可以吗，求大家帮个忙，谢谢啦！祝你们和爱的人永远在一起，父母平安，心想事成,0
EcerKit,https://music.163.com/user/home?id=386038121,4月25日 19:07,这首歌已经陪伴了我很多失眠的夜晚了 我以为我不会再听了 复合到分开一晃眼14天过去了 明明是她回头跟我复合 为什么到头来难受的还是我自己,2
江奕C,https://music.163.com/user/home?id=2131686436,4月25日 18:18,我丢，一天没听红利群都要会员了？！！,2
日落晚霞星空我们,https://music.163.com/user/home?id=2075287343,4月25日 17:20,现在17了 害,0
涩涩的糖,https://music.163.com/user/home?id=430951065,4月25日 15:15,为什么收费了啊�,0
冰美式_Y5mK,https://music.163.com/user/home?id=4049531374,4月25日 04:57,红利群涨价了 红利群这首歌也收费了 他也走了,3
7h3R3,https://music.163.com/user/home?id=3304864208,4月25日 02:24,第三十天,2
#NAME?,https://music.163.com/user/home?id=5010948999,4月25日 00:53,今天我打游戏拿了五杀 然后班长就过来问我班主任问我要不要补助！！！！哈哈哈哈哈哈今天真的很幸运 以至于我这一天都没怎么生气 我这人挺烦的会因为一点小事就气半天 可以说一天都在气哈哈哈哈哈哈 气人就是我吧 晚安00:53,0
我好困_aJKE,https://music.163.com/user/home?id=4893265281,4月24日 18:02,今天早上起的有点早，起床收拾屋子，感觉时间过得好快，马上要中考了。��中午去看望生病的外婆 顺便吃个饭，感觉现在就挺好的，希望我的家人健健康康的，平平安安的，今天回到家，就有点困，睡了一觉，睡到了四点多钟。上学很累，但是我很困，回家闲着就是睡觉,2
吉朵哲,https://music.163.com/user/home?id=1987574283,4月24日 14:34,啥时候发呀[多多大哭][多多大哭][多多大哭],0
7h3R3,https://music.163.com/user/home?id=3304864208,4月24日 13:05,第二十九天,2
7h3R3,https://music.163.com/user/home?id=3304864208,4月24日 13:01,打卡,1
八百米跑满了我吃屎,https://music.163.com/user/home?id=6451667604,4月24日 06:57,嗯呢,0
八百米跑满了我吃屎,https://music.163.com/user/home?id=6451667604,4月24日 06:57,好的吧,0
大俊____,https://music.163.com/user/home?id=532874693,4月24日 02:30,17,0
大俊____,https://music.163.com/user/home?id=532874693,4月24日 02:30,江西南昌17,0
#NAME?,https://music.163.com/user/home?id=5010948999,4月24日 01:10,今天睡到了下午一点 哈哈哈哈哈 下了吃鸡但是我玩不来 我是真的不明白 那么多东西挡着是怎么看到有人的 救我啊明天要上课 补课然后放五一 又可以回家了 樱桃好像熟了 我家有十多棵樱桃树 我爷种的厉害吧 晚安01:10,1
#NAME?,https://music.163.com/user/home?id=5010948999,4月24日 01:06,努力吧,0
#NAME?,https://music.163.com/user/home?id=5010948999,4月24日 01:06,习惯了不太睡得着,0
無了愛,https://music.163.com/user/home?id=429223302,4月24日 00:27,红利群抽不起了 歌也听不起了,2
琳妹ouo,https://music.163.com/user/home?id=1511764089,4月23日 23:50,是的 但没钱 只能格调,0
琳妹ouo,https://music.163.com/user/home?id=1511764089,4月23日 23:50,能让你回忆的味道,0
八百米跑满了我吃屎,https://music.163.com/user/home?id=6451667604,4月23日 23:46,嗯？,0
八百米跑满了我吃屎,https://music.163.com/user/home?id=6451667604,4月23日 23:46,早点睡，别熬夜哦,0
八百米跑满了我吃屎,https://music.163.com/user/home?id=6451667604,4月23日 23:45,我在日推的歌曲里，看到你好几回了，有缘哎,0
7h3R3,https://music.163.com/user/home?id=3304864208,4月23日 22:46,"是真的爱我吗你看起来很不耐烦的样子
22",2
噗嗤-你没了,https://music.163.com/user/home?id=3278639950,4月23日 22:32,一起加油,0
泡泡泡泡泡泡糖01,https://music.163.com/user/home?id=5070836705,4月23日 21:13,666,0
暗夜宝贝儿,https://music.163.com/user/home?id=1483317673,4月23日 18:29,我们24,0
7h3R3,https://music.163.com/user/home?id=3304864208,4月23日 06:57,牵挂,1
7h3R3,https://music.163.com/user/home?id=3304864208,4月23日 06:56,第二十八天,2
#NAME?,https://music.163.com/user/home?id=5010948999,4月23日 04:27,今天睡不着 不像平时一直哈哈哈哈哈哈了 一整天都不太想说话 晚安04:27,1
yyxxzp,https://music.163.com/user/home?id=1507371407,4月22日 08:17,很爽,0
nono-vs,https://music.163.com/user/home?id=353244832,4月22日 02:14,会想你 ……,1
#NAME?,https://music.163.com/user/home?id=5010948999,4月22日 01:11,发现了一个歌单 特有趣 里面有一半的歌都是空白格 没有名字 但都挺好听的 还有好几首歌都是月亮的符号 还没听到那里 今天照样是哈哈哈哈哈哈的一天 晚安 01:11,6
7h3R3,https://music.163.com/user/home?id=3304864208,4月21日 23:45,第二十七天,2
linx_l,https://music.163.com/user/home?id=3441198755,4月21日 22:20,白利也不错 适合贫民窟,0
年年的网易云,https://music.163.com/user/home?id=1770985353,4月21日 21:37,戒烟的钱给老婆买花,0
年年的网易云,https://music.163.com/user/home?id=1770985353,4月21日 21:37,那不是红利嘛[多多大笑],0
#NAME?,https://music.163.com/user/home?id=5010948999,4月21日 13:17,中午好,0
晚秋_Lv,https://music.163.com/user/home?id=325998059,4月21日 13:13,中午好,0
关景麟,https://music.163.com/user/home?id=1754875626,4月21日 02:14,求beat,0
Fyn_c,https://music.163.com/user/home?id=336937600,4月21日 00:57,行吧,1
