user_name,user_id,comment_time,comment,comment_dianzan
AI不变向_,https://music.163.com/user/home?id=3357299521,4月29日 19:29,@伊伊鸭鸭___,0
AI不变向_,https://music.163.com/user/home?id=3357299521,4月29日 18:53,@Forever_J-07,0
AI不变向_,https://music.163.com/user/home?id=3357299521,4月29日 18:53,@牛奶粲粲,0
你有羊肉串吗,https://music.163.com/user/home?id=439831313,4月29日 15:50,我要偷偷学优秀到这辈子就抢到北京户口哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈,0
Dr_0scar,https://music.163.com/user/home?id=6305177422,4月29日 15:36,你现在用到多少高中的知识,1
一笑奈何安唯歌,https://music.163.com/user/home?id=1785373084,4月29日 15:28,我想，楼主想说的是，不论工作还是学习，都不要做无效的事。虽然很多时候我们确实不知当下能不能收获好结果，但有一些事我们是可以做出判断。比如，明知道讨论不出结果的会议，无论怎么调整也不会有好结果的方案……考研、考公，这是整个大环境导致的“卷”，是大家主动选择的方向，还算不是畸形的,0
二氧化碳等废物,https://music.163.com/user/home?id=1476410456,4月28日 19:54,加油加油加油加油！,0
用户4049152558,https://music.163.com/user/home?id=3242018925,4月28日 11:55,看来您是没体验过别人卷你，恶性内卷就是内耗,0
AIzlin,https://music.163.com/user/home?id=1912656292,4月27日 20:58,哈哈哈，卷死你咯,0
eye龙眼,https://music.163.com/user/home?id=1581075472,4月27日 20:52,大家一起卷起来,0
源来是幺儿,https://music.163.com/user/home?id=3369980840,4月27日 15:29,要不是听到最后我就信你不卷了,0
3月28日-沈1,https://music.163.com/user/home?id=1913158540,4月27日 13:26,@AIzlin 还没放假作业就写完 就是你,0
举个栗子-bg,https://music.163.com/user/home?id=5209484758,4月27日 09:10,现在真的好无语，对“卷”这个字真的是讨厌到极致。别人阴阳怪气的说“你好卷呀”“你怎么这么卷啊”，我真的栓Q住了,2
千蜀黍,https://music.163.com/user/home?id=1554927196,4月26日 17:40,哈哈哈,0
吴丽佳2204,https://music.163.com/user/home?id=7801513390,4月26日 17:20,他想让你们都别学吧,0
Song子安ya,https://music.163.com/user/home?id=4937175819,4月26日 14:23,想躺平的人把那些努力追光的人定义为卷,2
黃昏藏進晚霞,https://music.163.com/user/home?id=1441610390,4月26日 12:47,czh不许卷！,1
Llon-ahz,https://music.163.com/user/home?id=2030205816,4月25日 21:57,说学生不内卷的真是站着说话不腰疼，分数线一年比一年高看不到吗，有什么用,0
Hello咕咚面-,https://music.163.com/user/home?id=7816222623,4月25日 07:31,他咋了？,0
-WhySoSerious-,https://music.163.com/user/home?id=85835810,4月24日 11:09,家暴缝合怪，可以不日推吗,2
人生中点站,https://music.163.com/user/home?id=3276970502,4月23日 18:21,我不卷，我纯菜,0
小徐有钱,https://music.163.com/user/home?id=1452338061,4月23日 16:29,但是自己努力不叫卷吧？评论里说的不一定算卷吧，人家是自己努力学习，你感受到压力，不是他们在卷你，是你的压力在卷你,2
耳东人禾刀水吉,https://music.163.com/user/home?id=1762068072,4月23日 10:14,关于某人初中就在周五写完周末作业，高中到重点高中实验班仍不悔改，依旧如此卷我这件事，，，，救命，读书破万卷，你比读书厉害多了，我读书都破不了你的卷,2
长弓2101,https://music.163.com/user/home?id=4048314483,4月23日 07:33,卷的意思是加班加了个寂寞，加班到很晚啥都没加到，领导员工一个都不敢走，但是留着又没事干。学习很累我承认，谁不是从学生过来的，但是学习你学的东西都可以提升自己，让自己考得更好，这怎么能算是卷呢？不是努力就是卷，卷这种东西一定要是没有任何意义才是卷。,1
-负暄-,https://music.163.com/user/home?id=1337836146,4月22日 22:20,我觉得她那么抄就是为了和我们说她写得很快她很厉害虽然并不厉害,0
AiresPuth,https://music.163.com/user/home?id=551487519,4月22日 21:29,是这样的 不过我都认为这俩选择大于努力,0
AiresPuth,https://music.163.com/user/home?id=551487519,4月22日 21:29,我理解学生的内卷 不过学生卷起来起码能学会知识 跟打工比还是算好的 你后面一句话我没理解 不过我就在家门口工作,0
AiresPuth,https://music.163.com/user/home?id=551487519,4月22日 21:26,辛苦了 现在这个社会就是很畸形 唉,1
小括号很可爱ya,https://music.163.com/user/home?id=295586708,4月22日 21:23,考研考公卷疯,0
吃吃吃菠萝,https://music.163.com/user/home?id=479537242,4月22日 21:00,哎，我已经连续一个月加班到晚上12点了，一个月没休息过了，被各种同事卷的太难受了,0
在阳光下腐烂的糖,https://music.163.com/user/home?id=7793673089,4月22日 18:52,你说好不减肥的！你怎么能这样对我！,0
是大婧吖jing,https://music.163.com/user/home?id=600845343,4月22日 18:43,天天看他们卷，突然听到这首歌就很身心愉悦呢,0
飞鸥它舞而不下,https://music.163.com/user/home?id=2143293616,4月22日 18:32,我要疯了，疫情导致网上校模，从早上七点考到晚上六点半。鬼门关上走一遭~,0
泰亨滴阿米,https://music.163.com/user/home?id=3696219228,4月22日 14:26,抄答案确实不好，但是自己刷题对症下药还是有意义的（旺柴,3
空談論,https://music.163.com/user/home?id=487928262,4月22日 13:09,热血激燃。,0
__--Eternal_Beauty,https://music.163.com/user/home?id=1417277393,4月22日 10:09,"你干嘛那么爱工作工作又不会爱你
你干嘛不专心爱自己除了家人别人又不会永远爱你",0
__--Eternal_Beauty,https://music.163.com/user/home?id=1417277393,4月22日 10:08,你干嘛那么爱工作工作又不会爱你,0
灏仔1809,https://music.163.com/user/home?id=1595839875,4月22日 09:25,不是大张伟吗？哈哈,0
他一直在吖,https://music.163.com/user/home?id=2046444536,4月21日 20:11,嘴上说的不卷，可考研是最勤快的,1
他一直在吖,https://music.163.com/user/home?id=2046444536,4月21日 20:00,大学图书馆看看,0
李昊泽远山,https://music.163.com/user/home?id=542499239,4月21日 18:47,你怎么知道学生的“努力”都是有效的呢？现在你不理解学生的内卷，就像你老家五十岁的“爹”们不理解你在卷一个道理。,2
萱emotional,https://music.163.com/user/home?id=4913536108,4月21日 16:07,为了你，我买了个黑胶,0
雨月铃霖,https://music.163.com/user/home?id=1645103860,4月21日 14:09,奋斗是个人的觉醒，内卷是系统的错误，不能让个人承担系统的错误,4
17HF,https://music.163.com/user/home?id=554004468,4月20日 21:21,不想加班可是好多好多事情做不完咋整,1
suki_lEon,https://music.163.com/user/home?id=4055637701,4月20日 20:25,好家伙我们班就有这样的人 我真的好讨厌她,0
我流秘奥义表里杀缭乱,https://music.163.com/user/home?id=300348390,4月20日 19:16,@Avidity丶,0
林四喜04x,https://music.163.com/user/home?id=255124353,4月20日 19:10,太可爱了吧,0
爱听音乐的心爷,https://music.163.com/user/home?id=581641637,4月20日 15:20,莫知人苦，莫劝人善。,0
深情且软蛋27,https://music.163.com/user/home?id=6392981488,4月20日 11:46,好像本来就没有那句,0
9Jsaaai-,https://music.163.com/user/home?id=1961426993,4月20日 11:10,啊对对对,0
深情且软蛋27,https://music.163.com/user/home?id=6392981488,4月20日 07:21,a对对对,0
hzn-1019,https://music.163.com/user/home?id=1712811593,4月20日 06:59,呜呜呜,0
hzn-1019,https://music.163.com/user/home?id=1712811593,4月20日 06:59,哈哈哈哈哈我是南昌哈哈,0
玄因丶,https://music.163.com/user/home?id=3281222035,4月19日 23:36,之前有一些激动扣帽子我的错，但是现在学生是真的真的很辛苦，因为如果就我熬夜可能是方法问题，但是熬夜是一个普遍现象现在,0
玄因丶,https://music.163.com/user/home?id=3281222035,4月19日 23:35,我大意了我直接复制粘贴dbq,0
9Jsaaai-,https://music.163.com/user/home?id=1961426993,4月19日 21:42,这个不是口水歌？,0
玄因丶,https://music.163.com/user/home?id=3281222035,4月19日 21:37,我们正在一诊,0
玄因丶,https://music.163.com/user/home?id=3281222035,4月19日 21:36,救命我也是省会二线,0
阿鹿耳,https://music.163.com/user/home?id=318083188,4月19日 19:46,在一边卷，一边听这首歌[多多比耶],0
深情且软蛋27,https://music.163.com/user/home?id=6392981488,4月19日 19:23,@9Jsaaai-,0
_Scar_3,https://music.163.com/user/home?id=101893553,4月19日 15:21,我算是不卷的吧，甚至反内卷，一直很任性的只做自己喜欢的事，学自己感兴趣的东西。然后今年考研只复习了三个月，调剂复试成绩第一上了武大。。。,2
杜洒_Sssssa,https://music.163.com/user/home?id=1949657466,4月19日 12:13,大学里很卷，的确是年轻 自己专业特殊，本科五年，一个学年（两个学期）一般做四个课题，系里面卷一点的一个学期就可以做四个，第一个学期还有心情周末放下琐事去外面玩 后来看到大佬都很卷。毕竟专业竞争很大，趁着本科多学一点，出去之后才有好工作。别说学习不卷年轻人不卷，21年研究生都破1k万了,1
捧杀KT,https://music.163.com/user/home?id=1561114073,4月18日 22:52,把他们当个p,0
大杯奶茶不加冰h,https://music.163.com/user/home?id=3625969317,4月18日 20:35,xswl都卷麻了,0
哥谭舞娘布鲁西,https://music.163.com/user/home?id=1741454837,4月18日 18:49,哈哈哈哈哈哈哈哈哈哈,0
Aa小尹同志,https://music.163.com/user/home?id=1421272045,4月18日 17:21,卷也不算贬义词,0
80度F,https://music.163.com/user/home?id=2106714178,4月18日 12:11,回复勇敢的心旁边的十二指肠君 布置口语一篇背诵 有人一晚上背17篇 这是没意义的啊 背这么多忘得也快 这不算卷？更努力当然不叫内卷 无意义的努力呢 而且本来的百分之五十到百分之七十就已经多了 我不知道学生到底是要不睡觉写题 还是吃饭也在写题才叫内卷,0
小怀想努力了,https://music.163.com/user/home?id=1410909529,4月17日 22:55,你们可别卷了，让我来,0
以致x,https://music.163.com/user/home?id=1578284946,4月17日 22:30,内卷必死,1
毁虫x,https://music.163.com/user/home?id=121793669,4月17日 22:00,有点隔壁团乐队的味道,0
ooop_fe3P,https://music.163.com/user/home?id=3275964409,4月17日 18:31,@hhh0777 别卷了,2
勇敢的心旁边的十二指肠君,https://music.163.com/user/home?id=280137736,4月17日 16:34,分数线的提高只能说明可能本来学生需要掌握50%的知识就足以上一个学校，现在需要掌握70%的知识才行，但不管怎么说现在都只是在正常努力的范畴，什么时候大家全都考满分，分数溢出到开始比拼一些无意义的事情比如学习时长，才能叫内卷。我也不觉得学生时代为了考得更高比别人更努力叫“卷”。,1
小说热爱,https://music.163.com/user/home?id=4871598099,4月17日 15:46,哈哈，当时我朋友也是这样干的，我跟着朋友五天业写完了，然而还是没有跑掉每天写作文的日子,1
80度F,https://music.163.com/user/home?id=2106714178,4月17日 13:41,《提高的分数线》,0
星耀yz,https://music.163.com/user/home?id=3388816505,4月17日 13:01,这首好上头又好好听,0
勇敢的心旁边的十二指肠君,https://music.163.com/user/home?id=280137736,4月17日 11:44,上班族卷是给老板挣钱，自己的月薪没有提高，所以叫无效努力。学生学习学到的东西难道不是自己的吗...怎么能叫内卷呢,1
1iuki,https://music.163.com/user/home?id=338783497,4月17日 11:42,通选课3000字论文写到1w多字…综测买两三个奖…保送的分数从80到85到90…嗯…怎么不算呢…？,0
潜坂璎璎璎,https://music.163.com/user/home?id=3809988540,4月16日 23:45,我也是个学生，高二，同学们都超级努力，我个人倒不觉得这算是卷，我甚至享受这种感觉每天天不亮就去学校，晚上路两边都没人了，在路灯的灯光下走回家，我们这一代人竞争压力确实是最大的，但痛并快乐着吧，有实际意义的付出，不能被叫做内卷，应该叫做努力。学生不就该这样嘛，想开就好了,4
潜坂璎璎璎,https://music.163.com/user/home?id=3809988540,4月16日 23:41,哈哈哈哈哈太真实了,0
潜坂璎璎璎,https://music.163.com/user/home?id=3809988540,4月16日 23:41,我也是个学生，高二，同学们都超级努力，我个人倒不觉得这算是卷，我甚至享受这种感觉每天天不亮就去学校，晚上路两边都没人了，在路灯的灯光下走回家，我们这一代人竞争压力确实是最大的，但痛并快乐着吧，有实际意义的付出，不能被叫做内卷，应该叫做努力。学生不就该这样嘛，想开就好了,0
TAOXIXIXI,https://music.163.com/user/home?id=3716607623,4月16日 21:01,边听边卷,1
Merety,https://music.163.com/user/home?id=1349964849,4月16日 20:31,@会一直喜欢你ya,0
Tenero_ZJ,https://music.163.com/user/home?id=3308030234,4月16日 16:56,啊，这新时代不卷不行啊，光想靓丽的未来就在这次中考啊,1
浣花茳丶,https://music.163.com/user/home?id=1866246598,4月16日 15:30,你没事吧,0
Pzzzzzzzzzzzzzzzi,https://music.163.com/user/home?id=3446407945,4月16日 15:26,此时不卷更待何时！就是学！！！,2
sjyfzt,https://music.163.com/user/home?id=6365776242,4月16日 12:20,hhhhxs,0
嘛玩意呀啊,https://music.163.com/user/home?id=6382947840,4月16日 11:24,[多多捂脸],0
Ran548,https://music.163.com/user/home?id=507268258,4月15日 21:59,现在正好在约网约车的我，感觉唱的就是现在的我,1
您咋不早说,https://music.163.com/user/home?id=1810112436,4月15日 19:42,意思初中不用努力了？,0
您咋不早说,https://music.163.com/user/home?id=1810112436,4月15日 19:42,难道不都是这样吗？我们这边也是啊,0
这里是轩仔,https://music.163.com/user/home?id=503297330,4月15日 14:55,好家伙,0
这里是轩仔,https://music.163.com/user/home?id=503297330,4月15日 14:53,加油,0
我是个孤独症患者天空不再是蓝色,https://music.163.com/user/home?id=6389947171,4月15日 14:04,真正的天才根本没办法被超越π_π,1
在你坟前放DJ---,https://music.163.com/user/home?id=480661726,4月15日 12:28,听这歌前面一分钟就有点想要离职的冲动,4
你的永远理性,https://music.163.com/user/home?id=428251016,4月14日 21:58,拜托别卷了,1
哦哩个小乖乖,https://music.163.com/user/home?id=3323344202,4月14日 21:54,别仗着年龄说什么大道理啊,0
昨昨天-,https://music.163.com/user/home?id=291082269,4月14日 19:44,其实有点期待以后的我会选择一个什么样的工作呢,0
#NAME?,https://music.163.com/user/home?id=3975684282,4月14日 15:31,@檩種x ,0
_三次元逃離計劃,https://music.163.com/user/home?id=3380436614,4月14日 13:37,不是哦，重点高中最好的班,0
给过去一个盛大的拥抱,https://music.163.com/user/home?id=2126149890,4月14日 09:05,没办法，大势所趋。社会在进步，需要更优秀的人才。刚开始卷感觉很累很累，但习惯了之后，那种提升自我的成就感是游戏与花天酒地醉生梦死比不来的。 当你足够优秀，你就想变得更加优秀，而且你就越不愿意哗众取宠，有实力作为支撑，你会感到前所未有的自信。,3
流年年年年年,https://music.163.com/user/home?id=571606446,4月14日 00:41,如果人只有十分的力气，之前你付出一分可以得到一分，内卷以后你付出两分，三分，四分才能得到一分，人的潜力没办法无限增长，终有你耗尽全力也得不到一分的时候，而这样畸形的竞争只会耗尽人们的生活热情，造成资源的无谓浪费。,3
桃小江啦啦啦,https://music.163.com/user/home?id=5118767841,4月14日 00:31,1,0
Aiks艾克斯,https://music.163.com/user/home?id=475707634,4月13日 23:43,punk哦,0
阿坤ovo__,https://music.163.com/user/home?id=3342713235,4月13日 23:23,你以为我天天上课睡觉是无聊？晚上9:30准时和你们微信说晚安我就真的睡觉了？天天不写作业只是做做样子好吧，我TM晚上从9:30学到3:30好吧，老子在补我的弱点，我TM卷死你们，不然你以为我为啥就这样还能考进前300？幼稚，高中考不上是你们的是，管我屁事？老子要上汾中火箭好吧，老子要考上好一本,5
Youngnan_,https://music.163.com/user/home?id=374259648,4月13日 22:12,饮茶先啦,0
屋顶上的小熊,https://music.163.com/user/home?id=547325842,4月13日 21:08,偏不！,0
i知恩l,https://music.163.com/user/home?id=1361370009,4月13日 17:03,@我当然是你的啊 ,0
xiao-xing_,https://music.163.com/user/home?id=7807761501,4月13日 11:15,LLLLL,0
#NAME?,https://music.163.com/user/home?id=3975684282,4月13日 11:15,@檩種x @xiao-xing_,1
屑lo,https://music.163.com/user/home?id=2133971771,4月13日 00:51,鸭儿哟,0
微微上了翠微山,https://music.163.com/user/home?id=126254867,4月13日 00:12,至少拿钱，学生连钱都没有。。,0
没有人喜欢的阿柠,https://music.163.com/user/home?id=3412495984,4月12日 19:41,说是双减但是还是很多人在卷（）,0
为君翻作琵琶弦,https://music.163.com/user/home?id=1933622033,4月12日 19:30,我要被卷死,0
为君翻作琵琶弦,https://music.163.com/user/home?id=1933622033,4月12日 19:30,我摆烂了@免哭 @不吃栗,0
用户6456743315,https://music.163.com/user/home?id=6456743315,4月12日 19:16,都是为了自己变得更好都是为了自己的前途都是为了不被淘汰掉，干嘛要用这种语气呢，学生就不能有这种意识吗,0
1只暴走的蛋,https://music.163.com/user/home?id=424873501,4月12日 17:56,这是社畜歌，比学生党还多了生存压力,2
野夕阳,https://music.163.com/user/home?id=110514730,4月12日 16:47,歌名说实话没有大将之风，吊一点就好了，曲调真是不错啊,1
#NAME?,https://music.163.com/user/home?id=3239074077,4月12日 14:39,太上头了,1
南辙zhe,https://music.163.com/user/home?id=6445018962,4月12日 11:16,大家别卷了，再卷天津的高考分数就更高了要不然的话2023年680都上不了985,2
辰甄青春纪,https://music.163.com/user/home?id=1387505118,4月12日 08:42,别搞笑了,0
啊吖咧,https://music.163.com/user/home?id=537057756,4月12日 00:41,学生也可卷了,0
